recipe name,preparation time,min_portion,max_portion,ingredients,steps
Torta de merengue lúcuma,150.0,25,,"['400 cc app. (8 claras) de huevos a temperatura de ambiente', '2 tazas de azúcar granulada', '1 pizca de sal', '1 cucharada de maicena', '1 cucharada de polvos de hornear', '400 grs de pulpa de lúcuma', '600 ml de crema líquida para batir', 'papel mantequilla', '3/4 taza de chocolate chips']","['1-Pre-calentar el horno a 100°C (200°F). Dejar lista una bandeja forrada con el papel de mantequilla, pero antes marcar con un lápiz 3 o 4 círculos de 24 cms de díametro con la ayuda de una tapa de olla, como se aprecia en la segunda foto.', '2-En un bol agregar a las claras la pizca de sal y luego batir las claras a punto de nieve idealmente con la batidora, agregar poco a poco el azúcar granulada y batir hasta que cuando toquen con los dedos el batido no se sienta el azúcar. Finalmente agregar los polvos de hornear y la maicena.', '3-Pasar el batido a una manga pastelera o a una bolsa Ziploc, a la cual le pueden cortar una punta. Y comienzan cuidadosamente a formar un disco sobre la bandeja forrada con el papel de mantequilla, como se aprecia en la foto de arriba.', '4-Llevar al horno por 2 horas, es muy importante que el horno no supere los 100°C (200°F).', '5-Cuando los discos estén secos es porque ya están listos. Y una vez fríos, comenzamos a rellenar.', '6-En un bol batimos la crema y vamos agregando el puré de lúcuma. Mezclamos bien.', '7-Y encima de un disco de merengue colocamos un capa generosa de crema. Enseguida ponemos otro disco de merengue y realizamos el mismo paso que el anterior hasta finalizar, decoramos por fuera de la torta con la crema.', '8-La decoración de encima la dejo a su gusto.', '9-Como indico en la introducción del post, utilicé chocolate chips derretido para decorar.']"
Torta de merengue y frutilla,0.0,,,"['400 cc app. (8 claras) de huevos a temperatura de ambiente', '1 1/2 taza (300 grs.) de azúcar granulada', '1 pizca de sal', '1 cucharada de maicena', '1/4 de cucharadita de cremor tártaro', '350 grs de frutillas frescas', '600 ml de crema líquida para batir', '1 taza de azúcar flor cernida (fina) (140 grs.)', 'papel mantequilla', '']","['1-Pre-calentar el horno a 100°C (200°F). Dejar lista una bandeja forrada con el papel de mantequilla.', '2-En un bol agregar a las claras la pizca de sal y luego batir las claras a punto de nieve idealmente con la batidora, agregar poco a poco el azúcar granulada y batir hasta que cuando toquen con los dedos el batido no se sienta el azúcar. Finalmente agregar el cremor tártaro y la maicena.', '3-Pasar el batido a una manga pastelera o a una bolsa ziploc, a la cual le pueden cortar una punta. Y comienzan cuidadosamente a formar un disco sobre la bandeja forrada con el papel de mantequilla, como se aprecia en la foto de arriba.', '4-Llevar al horno por 1 hora y media , es muy importante que el horno no supere los 100°C (200°).', '5-Cuando los discos estén secos es porque ya están listos. Y una vez fríos, comenzamos a rellenar.', '6-Con unos 100 grs gramos de las frutillas las molemos y las pasamos por cedazo. Reservar.', '7-En un bol batimos la crema y vamos agregando el azúcar flor, luego agregamos el puré de frutillas. Mezclamos bien.', '8-Y encima de un disco de merengue colocamos un capa de crema, luego unos trozos de frutilla, luego otra capa delgada de crema. Enseguida ponemos otro disco de merengue y realizamos el mismo paso que el anterior hasta finalizar, decoramos por fuera de la torta con la crema y unas frutillas del modo deseado.']"
Torta de mil hojas,40.0,18,,"['6 tazas de harina', '200 grs. de mantequilla sin sal a temperatura de ambiente', '8 yemas', '1/2 vaso de pisco u otro licor blanco', '1 taza de leche', '3/4 kilo de manjar', '5 lúcumas (óptativo)', '1 taza de nueces peladas y molidas', 'Coco rallado como alterniva de las nueces']","['1-Se pone la harina en un bol, hacer un hueco en el centro y agregar el resto de los ingredientes: mantequilla, yemas, licor, leche.', '2-Se mezcla todo con la mano (no amasar), se divide en 15 partes iguales y se forman círculos de 22 cm. de diámetro, extendiéndolos con la ayuda de un uslero.', '3-Pincharlos con un tenedor y hornearlos a 400°F (200°C) sobre la lata enmantequillada por unos 3 a 4 minutos uno por uno.', '4-Luego que los discos estén listos, hay que unirlos con manjar. Un disco, una capa de manjar y así sucesivamente. Finalmente se cubre toda la torta con manjar y se decora por los costados con nueces molidas o coco rallado.']"
Torta ideal de piña para el Día de la Madre,35.0,20,24,"['6 huevos', '2 tazas (280 grs.) de azúcar flor cernida', '2 tazas de harina (280 grs.) cernida', '2 cucharaditas de polvos de hornear', '6 cucharadas de agua', '1pizca de sal', '1 tarro de leche evaporada refrigerado por varias horas', '4 cucharadas de jugo de limón', '4 cucharadas de azúcar granulada', '2 1/2 cucharaditas rasas (14 grs) de gelatina sin sabor', '425 grs de piña picada y escurrida (reservar el jugo de la piña)', '500 grs de mermelada de damasco pasada por cedazo', '400 ml de crema para batir', '120 grs de azúcar flor']","['1-Batir las yemas con el azúcar flor hasta que estén casi blancas, añadirles el agua y luego la harina cernida con los polvos de hornear y la pizca de sal. Incorporar suavemente las claras batidas a nieve.', '2-Vertir en un molde (26 cm) previamente enmantequillado y llevar al horno a 350° F (180° C) por unos 35 minutos apróximadamente.', '3-Desmoldar y dejar enfríar.', '4-PREPARACIÓN RELLENO Y DECORADO:', '5-Batir la leche evaporada al doble de su volumen. Siempre batiendo añadir de a poco el jugo de limón, luego el azúcar granulada y la gelatina disuelta en un poquito de agua caliente. Batir unos 2 a 3 minutos más.', '6-Dividir el bizcocho en 2 partes ( o en tres). Con el jugo de la piña más un poco de azúcar y agua, agregar al bizcocho para remojarlo, luego pintar ambas caras del bizcocho con la mermelada y rellenar con una capa de crema ideal y encima con piña picada. Hacer lo mismo si se logra dividir en 3 partes y eso va a depender de que tan alto logren hacer el bizcocho.', '7-Finalmente tapice y decore la torta con crema batida con azúcar flor y algunos trozos de piña. Mantener en el refrigerador hasta el momento de servir.', '8-Batir la leche evaporada al doble de su volumen. Siempre batiendo añadir de a poco el jugo de limón, luego el azúcar granulada y la gelatina disuelta en un poquito de agua caliente. Batir unos 2 a 3 minutos más.', '9-Dividir el bizcocho en 2 partes ( o en tres). Con el jugo de la piña más un poco de azúcar y agua, agregar al bizcocho para remojarlo, luego pintar ambas caras del bizcocho con la mermelada y rellenar con una capa de crema ideal y encima con piña picada. Hacer lo mismo si se logra dividir en 3 partes y eso va a depender de que tan alto logren hacer el bizcocho.', '10-Finalmente tapice y decore la torta con crema batida con azúcar flor y algunos trozos de piña. Mantener en el refrigerador hasta el momento de servir.']"
Torta de piña,85.0,20,,"['6 huevos', '240 grs de azúcar granulada', '240 grs de harina cernida para todo uso', '20 grs de maicena', '1 litro de crema de leche para batir', '3/4 taza de azúcar flor (glas)', '1 taza de piña picada', '1 taza de manjar (dulce de leche) o mermelada de duraznos o damascos.', '3/4 taza de agua, puede usar el jugo de la piña en el caso que use piña envasada', '1/2 taza de azúcar granulada', '1 cucharada de extracto de vainilla', 'Coco rallado o virutas de chocolate', 'Chips de chocolate derretido para hacer figuras']","['1-Precalentar el horno a 350°F (180°C).', '2-Preparar un molde pequeño de unos 22 o 23 cms. Enmantequillar o cubrir con papel de mantequilla.', '3-Batir las claras un poco con una pizca de sal, luego incorporar el azúcar y lograr el punto de nieve, o sea que el azúcar se haya disuelto por completo y que la claras estén firmes.', '4-Luego agregar las yemas una a una.', '5-Finalmente agregar el harina y maicena con una cuchara de madera o espatula e incorporar de manera envolvente, no revolver.', '6-Colocar la mezcla dentro del molde y hornear por 35 minutos.', '7-Una vez listo, dejar enfríar el bizcocho.', '8-Y cuando esté frío dividirlo en 2 partes iguales. Incluso con cuidado puede dividirlo en 3 partes.', '9-También está la opción de preparar un segundo bizcocho.', '10-Luego para el relleno en un bowl batir la crema hasta lograr el espesor adecuado y agregar el azúcar flor (glas).', '11-*Tener cuidado de no batir en exceso porque se les puede cortar la crema.', '12-Preparar el remojo mezclando el agua con el azúcar y vainilla.', '13-Remojar la primera parte del bizcocho lo suficiente y por los bordes.', '14-Colocar una buena capa de crema y encima de esta trozos picados de piña.', '15-Poner sobre este la otra parte del bizcocho, remojar un poco igual que el anterior y cubrir con manjar (dulce de leche) o mermelada.', '16-Colocar la última parte del bizcocho remojar también lo suficiente y cubrir con la crema por encima y por los costados de la torta.', '17-Dejar un poco de crema para hacer una decoración a su gusto encima de torta.', '18-Por los costados con mucho cuidado puede cubrir con coco rallado o virutas de chocolate.', '19-Con los chips de chocolate los puede derretir en el microondas por 40 segundos y con la ayuda de una manga pastelera o una bolsa ziploc puede hacer figuras sobre el papel de mantequilla, luego lo coloca por un minuto en el congelador y listo, ahí tendrá figuras para decorar su torta.', '20-Idealmente hacer la torta el día anterior para que esta logre la consistencia y mezcla de sabores adecuados.']"
Tortilla de porotos verdes,25.0,3,,"['1/2 kilo de porotos verdes', '5 huevos medianos', 'Sal a gusto', '1 cucharadita de aceite']","['1-Cocinar los porotos verdes en agua caliente por unos 5 minutos desde que empieza hervir el agua.', '2-Luego pasarlos por agua fría para enfríar.', '3-Enseguida ir cortando a lo largo los porotos o también puede ser diagonalmente.', '4-En un bowl batir los huevos, agregar la sal y los porotos. Mezclar bien.', '5-Vertir la mezcla en una sartén antiadherente previamente calentado y con una cucharadita de aceite.', '6-Cocinar a fuego medio 5 minutos por lado. Debe ir despegando los bordes con la ayuda de una espátula.', '7-Ayudarse con un plato para dar vuelta la tortilla.']"
Tortilla de zanahoria,18.0,2,,"['4 zanahorias sin cáscara', '1/2 unidad de cebolla picada fina', '1 cucharadita de aceite', '4 huevos', 'Sal y pimienta a gusto', 'Unas gotas de aceite para el sartén']","['1-En una sartén freír la cebolla con la cucharadita de aceite. Esto toma como 3 minutos. Ojo que la cebolla no debe dorarse.', '2-Luego en un bowl batir los huevos, añadir la cebolla frita, la zanahoria rallada.', '3-Sazonar con sal y pimienta a gusto.', '4-Calentar una sartén antiadherente y colocar toda la mezcla allí, con la ayuda de una espátula ir juntando los costados para ir dándole la forma.', '5-Dejar cocinar a fuego medio bajo unos 5 minutos o hasta que se desprenda de la base.', '6-Luego con la ayuda de un plato plano o bajo, voltear la tortilla y cocinar por el otro lado otros 5 minutos a hasta se desprenda de su base.']"
Tortilla de zapallo italiano,25.0,2,,"['2 zapallos italianos', '1/2 unidad de cebolla picada fina', '1 diente de ajo picado fino', '1/2 cucharada de aceite de oliva', 'Sal y pimienta a gusto', '3 huevos', 'Aceite en spray']","['1-Lavar los zapallos italianos, cortar los extremos y rallarlos con cáscaras.', '2-Luego con la ayuda de un paño o simplemente con la mano extraer el exceso de líquido un poco. Reservar.', '3-Luego en un sartén freír la cebolla y el ajo con el aceite de oliva por unos 3 minutos a fuego medio.', '4-Mientras tanto en un bol batir los huevos y agregar la mezcla de cebolla y ajo. Sazonar con sal y pimienta. Luego agregar el zapallo italiano rallado.', '5-En un sartén antidherente rociar con aceite en spray o esparcir un poco de otro tipo.', '6-Colocar la mezcla de zapallo italiano y cocinar a fuego medio fuerte por 1 minuto aproximadamente. Luego bajar a fuego medio bajo. Dejar por unos 6 minutos o hasta que se desprenda la tortilla. Luego, con la ayuda de un plato o algo similar, dar vuelta la tortilla y cocinar por otros 6 minutos o hasta que esté dorada.']"
Turrón de vino,0.0,6,8,"['1 taza de azúcar', '1/2 taza de vino tinto', 'Gotas de jugo de limón', '3 claras grandes de huevos', 'Nueces tostadas y picadas para decorar']","['1-En una olla colocar el azúcar, gotas de limón y vino, mezclar bien y dejar cocinar a fuego medio, ir revolviendo ocasionalmente hasta lograr que el azúcar se haya disuelto, continuar hasta que hierva y comience a formar un almíbar, esto tomará un par de minutos. Retirar de fuego.', '2-En un bol batir las claras hasta que estén bastante espumosas, enseguida ir agregando el almíbar lentamente siempre batiendo. Batir hasta lograr que el merengue esté firme, brillante y frío.', '3-Las nueces las pueden tostar en el horno a 350°F (180°) por unos 7 minutos.', '4-Servir el turrón en pocillos individuales decorados con las nueces picadas.']"
"Vaina, cocktail chileno",10.0,1,,"['50 cc de vino añejo u oporto', '30 cc de Cognac', '30 cc de licor de cacao', '1 o 2 cucharaditas de azúcar flor', '1 yema de huevo', 'Canela en polvo', '½ taza de hielo']","['1-Mezclar todos los ingredientes menos la canela, en una coctelera, también puede usar una licuadora.', '2-Servir en una copa flauta fría, con canela en polvo encima.']"
Zapallo italiano relleno con pollo,45.0,2,,"['PARA LOS ZAPALLOS', '2 zapallitos italianos', '1/2 unidad de cebolla', '1 cucharada de aceite vegetal o canola', '1 diente de ajo pequeño', '1 pechuga de pollo pequeña', 'Orégano, pimienta, sal, comino a gusto', 'Queso para derretir, puede ser mozzarella o algún tipo estilo mantecoso', 'PARA LAS PAPAS', '1 papa por persona', 'Aceite de oliva', '1 cucharadita de mantequilla', 'PARA LA SALSA', '3 cucharadas de mayonesa, más 1 cucharada de morrón/pimentón rojo envasado', 'Perejil picado']","['1-En una olla amplia con agua caliente se cuecen los zapallitos italianos por 15 minutos.', '2-Retirar del agua, cortales la parte de arriba y con mucho cuidado retirar el interior y dejarlo hueco.', '3-Picar la comida del zapallo y reservar.', '4-En un sartén con un poco de aceite, freír la cebolla picada en cuadros por unos 3 minutos, agregar el ajo y el pollo picado en cuadros pequeños, sazonar con orégano, pimienta, sal y comino a gusto.', '5-Cocinar por unos 8 minutos y agregar la comida del zapallo que habíamos reservado. Mezclar bien y cocinar por un minuto más. Rectificar (comprobar que esté bien de sabores).', '6-Rellenar los zapallos con esta mezcla y finalmente cubrir con algún tipo de queso.', '7-Llevar al horno precalentado a 350°F (180°C) por 4 minutos aproximadamente.', '8-Para las papas, debe dejarlas con cáscara. Se lavan y secan bien,', '9-Luego se cortan en tajadas pero sin llegar hasta el final para lograr que se mantenga unida la papa como se aprecia en las fotos. Sobre las papas se pone un poco de aceite de oliva, también sal y pimienta, para finalmente colocar trozos pequeños de mantequilla encima de cada papa. Puede usar queso si desea.', '10-Llevar al horno por unos 30 minutos a 400°F (200°C). Antes de sacar del horno las papas, debe ver si las papas están cocidas e idealmente crujientes.', '11-Para la salsa mezclar en una licuadora o similar la mayonesa con el morrón, debe quedar una salsa lisa. Decorar con perejil picado al momento de servir.']"
